index	seqName	clade	outbreakLineage	lineage	outbreak																																																										
433	PP852971|VSP214|FCT|Nigeria|2023-05-31	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
434	PP852970|VSP213|Rivers|Nigeria|2023-05-16	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
435	PP852946|VSP188|Bayelsa|Nigeria|2022-12-26	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
436	NRL_CPHL_32A|MPX|Rivers|2025-02-24	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
437	NRL_CPHL_33A|MPX|Ebonyi|2025-02-24	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
438	NRL_CPHL_20A|MPX|Rivers|2025-01-21	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
439	NRL_CPHL_49A|MPX|Rivers|2025-04-14	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
440	MPX-23-001|FCT|Bwari|2023-01-03	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
441	CPHL-344|MPX|OYO|2025-08-13	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
442	CPHL-345|MPX|OGUN|2025-08-14	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
443	CPHL-346|MPX|OGUN|2025-08-14	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
444	CPHL-365|MPX|ONDO|2025-08-15	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
445	CPHL-421|MPX|LAGOS|2025-09-22	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
446	CPHL-454|MPX|LAGOS|2025-09-30	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
447	UNTH-0052|MPX|ENUGU|2025-10-15	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
448	MPOX-24-1035|Edo|Nigeria|2024-10-22	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
449	MPOX-24-1036|Edo|Nigeria|2024-10-28	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
450	CPHL-639|MPXV|Lagos|2024-12-09	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
451	MPOX-24-1121|Anambra|Nigeria|2024-11-06	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
452	NRL_CPHL_13|MPX|Rivers|2024-12-13	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
453	NRL_CPHL_17|MPX|Rivers|2024-12-28	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
454	NRL_CPHL_17A|MPX|Rivers|2024-12-28	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
455	NRL_CPHL_61A|MPX|Rivers|2025-05-13	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
456	NRL_CPHL_20|MPX|Rivers|2025-01-21	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
457	NRL_CPHL_23A|MPX|Rivers|2025-02-03	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
458	NRL_CPHL_24A|MPX|Rivers|2025-02-04	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
459	NRL_CPHL_32|MPX|Rivers|2025-02-24	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
460	NRL_CPHL_33|MPX|Ebonyi|2025-02-24	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
461	NRL_CPHL_41|MPX|Rivers|2025-03-15	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
462	NRL_CPHL_41A|MPX|Rivers|2025-03-15	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
463	NRL_CPHL_50|MPX|Rivers|2025-04-17	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
464	NRL_CPHL_61|MPX|Rivers|2025-05-13	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
465	NRL_CPHL_67|MPX|Rivers|2025-05-31	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
466	MPX-23-006|Kogi|Lokoja|2023-01-06	IIb	sh2017/A.2	A.2	sh2017																																																										
467	MPX-23-015|Borno|Biyu|2022-12-29	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
468	MPX-23-032|Bayelsa|Yenegoa|2022-12-26	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
469	MPX-23-045|Abia|Isiala|2023-01-02	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
470	MPX-23-059|Borno|Mongono|2023-01-08	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
471	MPOX-24-1015|Taraba|Nigeria|2024-11-05	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
472	MPOX-24-1016|Taraba|Nigeria|2024-11-05	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
473	MPOX-24-1022|Lagos|Nigeria|2024-10-31	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
474	MPOX-24-1065|Lagos|Nigeria|2024-11-12	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
475	MPOX-24-1066|Imo|Nigeria|2024-11-12	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
476	MPOX-24-1219|Benue|Nigeria|2024-11-09	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
477	MPOX-24-1220|Benue|Nigeria|2024-12-02	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
478	MPOX-24-627_S4_L001|Delta|Nigeria|2024-08-30	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
479	MPOX-24-632_S5_L001|Delta|Nigeria|2024-08-30	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
480	MPOX-24-633_S6_L001|Imo|Nigeria|2024-08-29	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
481	MPOX-24-642_S7_L001|Fct|Nigeria|2024-09-03	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
482	MPOX-24-643_S8_L001|Gombe|Nigeria|2024-09-02	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
483	MPOX-24-647_S9_L001|Benue|Nigeria|2024-09-02	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
484	MPOX-24-766_S15_L001|Plateau|Nigeria|2024-09-18	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
485	MPOX-24-788_S16_L001|Plateau|Nigeria|2024-09-24	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
486	MPOX-24-925|Fct|Nigeria|2024-10-22	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
487	MPOX-24-944|Plateau|Nigeria|2024-10-18	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
488	MPOX-24-966|Delta|Nigeria|2024-10-27	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
489	MPOX-24-967|Rivers|Nigeria|2024-10-28	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
490	MPOX-24-982|Taraba|Nigeria|2024-10-28	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
491	MPOX-24-984|Edo|Nigeria|2024-11-01	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
492	MPOX-24-987|AkwaIbom|Nigeria|2024-10-29	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
493	MPOX-24-997|Ogun|Nigeria|2024-10-28	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
494	NRL-25-052|Plateau|Nigeria|2024-11-09	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
495	NRL-25-151|Kaduna|Nigeria|2025-01-31	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
496	NRL-25-152|Kaduna|Nigeria|2025-01-28	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
497	NRL-25-154|Edo|Nigeria|2025-01-29	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
498	NRL-25-155|Delta|Nigeria|2025-01-29	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
499	NRL-25-158|Kaduna|Nigeria|2025-01-27	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
500	NRL-25-159|Kaduna|Nigeria|2025-01-30	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
501	NRL-MPOX-24-850|Edo|Nigeria|2024-10-03	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
502	NRL-MPOX-24-860|Plateau|Nigeria|2024-09-29	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
503	NRL-MPOX-24-864|Fct|Nigeria|2024-10-08	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
504	NRL-MPOX-24-909|Plateau|Nigeria|2024-10-11	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
505	NRL-MPOX-839|Fct|Nigeria|2024-10-03	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
506	CPHL-510|Ondo|Nigeria|2024-10-09	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
507	CPHL-521|Lagos|Nigeria|2024-10-16	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
508	CPHL-533|Lagos|Nigeria|2024-10-26	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
509	CPHL-560|Lagos|Nigeria|2024-11-17	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
510	CPHL-604|Lagos|Nigeria|2024-11-26	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
511	CPHL-607|Lagos|Nigeria|2024-12-04	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
512	CPHL-MPOX-24-318|Osun|Nigeria|2024-08-21	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
513	CPHL-MPOX-24-344|Lagos|Nigeria|2024-08-27	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
514	CPHL-MPOX-24-369|Lagos|Nigeria|2024-09-02	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
515	CPHL-MPOX-24-400|Lagos|Nigeria|2024-09-09	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
516	CPHL-MPOX-24-401|Lagos|Nigeria|2024-09-10	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
517	CPHL-MPOX-24-419|Lagos|Nigeria|2024-09-12	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
518	CPHL-MPOX-24-477|Lagos|Nigeria|2024-09-25	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
519	CPHL-MPOX-24-509|Oyo|Nigeria|2024-10-07	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
520	CPHL-MPOX-25-0035|ONDO|Nigeria|2025-01-21	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
521	CPHL-MPOX-25-004|LAGOS|Nigeria|2024-12-31	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
522	CPHL-MPOX-25-007|OGUN|Nigeria|2024-12-26	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
523	NRL-MPOX-25-0035|SOKOTO|Nigeria|2024-12-30	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
524	NRL-MPOX-25-0052|PLATEAU|Nigeria|2024-12-18	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
525	NRL-MPOX-25-0094|DELTA|Nigeria|2025-01-13	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
526	NRL-MPOX-25-0110|NASARAWA|Nigeria|2025-01-21	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
527	NRL-MPOX-25-0112|EDO|Nigeria|2025-01-14	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
528	NRL-MPOX-25-0114|BAYELSA|Nigeria|2025-01-17	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
529	NRL-MPOX-25-0151|KADUNA|Nigeria|2025-01-31	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
530	NRL-MPOX-25-0152|KADUNA|Nigeria|2025-01-28	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
531	NRL-MPOX-25-0154|EDO|Nigeria|2025-01-29	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
532	NRL-MPOX-25-0155|DELTA|Nigeria|2025-01-29	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
533	NRL-MPOX-25-0158|KADUNA|Nigeria|2025-01-27	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
534	NRL-MPOX-25-0159|KADUNA|Nigeria|2025-01-30	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
535	NRL-MPOX-25-0185|DELTA|Nigeria|2025-02-04	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
536	NRL-MPOX-25-0188|EBONYI|Nigeria|2025-01-05	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
537	NRL-MPOX-25-0231|DELTA|Nigeria|2025-02-13	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
538	NRL-MPOX-25-0232|SOKOTO|Nigeria|2025-02-16	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
539	NRL-MPOX-25-0233|SOKOTO|Nigeria|2025-02-16	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
540	NRL-MPOX-25-052|PLATEAU|Nigeria|2024-12-18	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
541	NRL-MPOX-25-151|KADUNA|Nigeria|2025-01-31	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
542	NRL-MPOX-25-152|KADUNA|Nigeria|2025-01-28	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
543	NRL-MPOX-25-154|EDO|Nigeria|2025-01-29	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
544	NRL-MPOX-25-155|DELTA|Nigeria|2025-01-29	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
545	NRL-MPOX-25-158|KADUNA|Nigeria|2025-01-27	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
546	NRL-MPOX-25-159|KADUNA|Nigeria|2025-01-30	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
547	NRL-MPOX-25-170|EDO|Nigeria|2025-01-31	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
548	NRL-MPOX-25-180|BENUE|Nigeria|2025-01-28	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
549	NRL-MPOX-25-203|KADUNA|Nigeria|2025-09-08	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
550	NRL-MPOX-25-259|CROSS_RIVER|Nigeria|2025-01-23	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
551	NRL-MPOX-25-268|BENUE|Nigeria|2025-02-18	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
552	NRL-MPOX-25-272|EDO|Nigeria|2025-02-19	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
553	NRL-MPOX-25-284|NIGER|Nigeria|2025-02-24	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
554	NRL-MPOX-25-293|KADUNA|Nigeria|2025-02-26	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
555	NRL-MPOX-25-304|KADUNA|Nigeria|2025-03-03	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
556	NRL-MPOX-25-307|AKWA_IBOM|Nigeria|2025-03-05	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
557	NRL-MPOX-25-310|NIGER|Nigeria|2025-03-07	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
558	NRL-MPOX-25-321|BENUE|Nigeria|2025-03-07	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
559	NRL-MPOX-25-358|GOMBE|Nigeria|2025-03-17	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
560	NRL-MPOX-25-378|FCT|Nigeria|2025-03-25	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
561	NRL-MPOX-25-391|PLATEAU|Nigeria|2025-03-20	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
562	NRL-MPOX-25-412|EDO|Nigeria|2025-03-28	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
563	NRL-MPOX-25-460|AKWA_IBOM|Nigeria|2025-04-15	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
564	NRL-MPOX-25-485|FCT|Nigeria|2025-04-26	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
565	NRL-MPOX-25-508|CROSS_RIVER|Nigeria|2025-05-06	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
566	NRL-MPOX-25-564|AKWA_IBOM|Nigeria|2025-08-22	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
567	NRL-MPOX-25-572|BENUE|Nigeria|2025-06-03	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
568	NRL-MPOX-25-573|KADUNA|Nigeria|2025-06-10	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
